ID_TAREFA,PRIORIDADE,DIFICULDADE,HORAS_PROD_MED,NIVEL_FOCO_MED,ESTRESSE_MED,HORAS_DORMIDAS_MED,SATISFACAO_MED,CARGA_TRABALHO_MED,TEMPO_CONCLUSAO_DIAS,ATRASO
1407,baixa,3.7,7.6,8.6,4.2,5.7,5.9,6.8,0.84,1
1408,alta,7.9,4.5,6.1,5.5,7.6,5.4,6.0,4.2,1
1409,alta,9.0,6.5,8.6,3.6,8.0,8.5,6.2,2.85,0
1410,alta,2.1,8.1,9.1,4.0,7.9,8.5,5.0,3.21,0
1411,média,3.9,7.6,7.8,5.5,7.7,8.1,7.3,1.15,0
1412,alta,8.0,8.9,6.8,4.9,7.4,7.7,7.7,7.51,0
1413,média,5.8,8.0,7.4,3.9,7.9,8.0,7.5,0.87,0
1414,baixa,1.8,5.7,7.5,3.6,7.8,5.5,7.2,0.5,0
1415,baixa,3.7,8.3,5.0,3.6,8.1,8.7,4.8,2.1,0
1416,alta,9.1,7.6,6.1,5.9,8.8,9.5,6.3,4.76,0
1417,média,9.5,6.1,8.0,5.3,6.4,8.5,6.4,4.59,0
1418,alta,2.1,7.5,8.7,5.1,5.5,7.2,4.5,1.89,0
1419,média,6.7,8.3,8.3,3.1,7.4,7.4,4.0,0.53,0
1420,baixa,4.7,4.0,7.3,1.0,6.3,8.0,4.9,2.21,0
1421,média,2.0,9.0,6.9,3.8,7.7,8.0,6.2,0.5,0
1422,baixa,6.4,8.1,8.8,5.3,6.6,4.7,7.2,1.73,1
1423,média,2.6,6.0,9.1,4.9,7.8,6.0,7.2,0.5,0
1424,baixa,3.5,6.3,7.4,3.2,6.1,7.9,8.0,1.1,0
1425,alta,8.5,6.9,7.2,5.2,7.7,7.2,8.4,7.7,1
1426,baixa,1.7,5.6,7.0,4.0,7.8,8.4,7.1,0.5,0
1427,baixa,9.7,5.5,6.6,8.3,7.2,5.8,7.5,2.66,1
1428,alta,10.0,5.6,9.3,6.3,6.3,7.8,4.0,5.73,1
1429,média,9.3,5.4,6.7,8.9,8.7,7.3,7.4,3.82,1
1430,alta,9.4,8.5,8.3,5.1,7.9,6.5,7.9,9.03,1
1431,média,8.5,5.6,8.5,5.6,8.2,9.0,4.9,4.83,0
1432,baixa,8.2,9.0,7.2,5.3,7.5,5.5,4.5,3.08,1
1433,média,3.6,6.3,6.5,5.4,6.8,7.5,5.7,3.27,0
1434,baixa,5.4,5.4,8.9,2.6,7.7,7.2,5.8,1.13,0
1435,média,6.3,8.5,6.9,5.4,7.5,8.0,7.3,3.1,0
1436,baixa,5.3,7.0,8.1,3.6,8.1,3.5,4.0,1.71,0
1437,média,2.7,8.4,8.6,6.0,6.3,7.3,6.2,1.56,1
1438,média,8.0,8.6,8.3,3.9,6.3,6.9,4.4,4.17,1
1439,média,3.2,6.1,6.5,5.5,8.8,9.0,4.0,1.27,1
1440,baixa,5.2,7.4,8.0,1.0,9.0,5.4,6.4,1.39,0
1441,baixa,4.7,5.5,7.3,6.2,7.0,8.2,4.2,0.87,0
1442,baixa,3.0,9.0,8.2,7.9,6.5,6.1,8.6,1.08,0
1443,média,4.5,6.0,7.3,4.3,8.5,5.6,6.6,5.46,0
1444,baixa,8.3,5.5,7.7,3.7,7.1,6.9,4.0,2.8,0
1445,alta,8.3,4.9,7.2,2.6,8.6,6.8,5.9,9.21,0
1446,média,4.0,6.6,6.6,5.9,8.7,9.9,7.5,1.56,0
1447,baixa,2.3,6.2,7.1,3.6,7.8,10.0,5.5,0.6,0
1448,alta,1.1,7.0,6.7,5.1,8.6,7.4,4.4,3.08,0
1449,alta,3.9,6.2,6.2,2.7,7.7,10.0,6.1,2.44,0
1450,baixa,4.2,7.4,8.3,4.3,7.9,7.7,7.2,1.12,0
1451,média,2.6,9.0,7.0,3.6,5.8,4.4,5.4,0.5,0
1452,média,5.1,7.1,7.9,2.7,7.2,9.0,6.2,3.41,0
1453,alta,1.7,4.1,8.8,7.8,7.1,4.1,4.0,2.82,0
1454,média,4.1,5.4,6.7,4.0,7.3,8.5,5.4,3.49,1
1455,baixa,7.5,7.1,7.0,3.5,7.8,6.7,6.4,3.43,0
1456,média,9.7,6.7,8.4,3.5,8.8,9.3,6.7,3.37,0
1457,média,3.0,6.7,8.7,4.1,6.2,7.4,5.4,1.54,0
1458,média,3.4,8.0,7.9,5.2,7.1,6.7,5.7,1.47,0
1459,baixa,1.6,5.8,8.4,6.6,8.1,8.5,5.8,0.55,0
1460,média,9.4,7.4,6.9,4.7,7.0,7.6,5.4,7.43,0
1461,média,6.8,5.8,7.0,3.2,5.4,6.5,4.4,1.81,0
1462,média,6.6,7.4,7.4,4.6,6.9,9.0,6.8,1.11,0
1463,média,9.0,7.4,6.9,6.1,7.1,4.9,7.6,3.56,1
1464,média,8.4,6.7,7.6,3.5,7.1,8.7,6.6,3.01,1
1465,baixa,6.8,8.6,7.6,6.6,7.1,6.9,6.5,2.39,0
1466,alta,7.9,5.8,8.9,7.0,5.8,8.7,5.9,4.89,1
1467,média,7.6,8.9,7.3,10.0,7.2,7.3,8.7,4.2,1
1468,baixa,9.8,7.4,7.5,9.1,8.3,9.0,7.2,4.34,1
1469,baixa,9.5,4.3,9.7,3.7,7.9,9.0,4.6,1.27,0
1470,média,3.1,6.0,6.9,4.4,8.4,8.0,6.7,3.79,0
1471,baixa,6.1,4.8,8.0,7.8,5.9,5.2,7.7,2.51,1
1472,baixa,5.3,7.5,7.0,5.2,6.8,5.7,5.3,0.96,0
1473,baixa,5.4,6.5,8.8,1.0,7.6,7.3,4.0,2.11,0
1474,baixa,2.6,8.7,8.0,4.2,8.0,8.2,4.0,0.5,0
1475,média,5.3,6.2,9.9,6.8,6.6,5.3,7.5,0.63,0
1476,média,2.2,7.0,6.4,1.4,6.9,8.6,9.0,3.0,0
1477,baixa,4.2,6.0,9.7,2.7,7.2,9.3,8.6,0.5,0
1478,baixa,7.9,7.3,7.3,7.4,7.7,8.3,7.2,2.65,0
1479,baixa,2.9,7.7,7.3,5.0,7.5,7.0,7.6,2.05,0
1480,baixa,5.8,6.3,6.6,3.1,6.8,8.4,7.1,1.24,0
1481,baixa,7.6,5.7,9.2,6.6,8.8,9.1,7.5,1.69,1
1482,alta,5.1,5.9,8.3,4.4,5.8,5.7,6.0,3.0,0
1483,alta,4.8,7.7,6.5,6.6,7.4,6.4,7.0,2.42,0
1484,média,4.2,9.0,7.4,8.3,7.6,7.8,5.8,3.42,0
1485,média,1.2,8.4,6.7,7.5,5.9,6.2,5.3,2.6,0
1486,média,9.5,6.1,6.2,5.4,5.9,6.5,8.5,3.33,1
1487,alta,6.2,8.5,6.9,4.7,8.0,7.6,6.8,7.07,0
1488,baixa,7.9,7.1,7.3,4.5,5.6,7.7,7.0,2.89,0
1489,média,6.2,7.2,7.6,4.0,7.2,7.5,4.4,4.0,0
1490,média,1.5,8.3,8.3,7.4,7.9,6.4,7.8,1.86,1
1491,baixa,6.1,7.6,8.6,6.4,6.3,6.8,7.5,2.93,1
1492,média,1.8,7.3,6.1,6.3,6.3,6.7,8.4,5.58,0
1493,alta,9.8,6.7,9.6,4.9,5.8,5.3,6.1,7.08,1
1494,alta,1.4,8.3,9.4,5.2,6.7,6.4,8.4,3.94,0
1495,alta,1.8,7.0,7.6,6.6,6.4,7.0,5.9,0.65,1
1496,baixa,7.9,7.0,8.1,3.2,7.5,7.3,7.4,1.58,0
1497,baixa,6.0,5.5,6.7,3.0,8.1,7.6,9.0,1.03,0
1498,alta,4.3,6.1,8.3,1.0,5.0,5.9,9.0,3.65,0
1499,média,3.7,7.0,8.4,5.4,7.9,5.7,7.4,1.62,0
1500,baixa,7.0,7.3,5.0,2.8,5.3,5.4,6.6,3.98,0
1501,baixa,5.8,7.3,8.1,7.6,7.2,5.3,4.7,1.43,0
1502,média,3.9,9.0,7.0,4.4,8.7,5.8,4.9,1.57,0
1503,baixa,3.2,8.3,6.9,6.0,7.6,6.9,4.8,1.59,0
1504,média,4.4,5.6,6.4,2.8,7.7,6.4,7.3,1.91,0
1505,média,6.7,9.0,7.0,5.0,6.6,5.6,5.7,3.54,0
1506,alta,7.1,6.0,7.5,1.2,7.6,7.8,7.2,2.86,0
1507,baixa,2.1,9.0,7.7,1.4,6.7,9.9,7.8,0.64,0
1508,alta,5.2,4.6,7.2,5.8,7.9,6.1,7.8,9.36,1
1509,alta,10.0,8.1,5.9,3.2,5.4,5.1,4.1,9.11,1
1510,média,6.3,5.3,8.7,3.6,6.7,9.3,8.1,2.29,0
1511,baixa,3.0,5.6,7.5,4.9,7.8,6.4,6.8,0.82,0
1512,baixa,7.4,8.2,6.3,2.7,5.6,5.1,6.5,0.57,0
1513,média,2.3,5.0,8.4,5.9,7.4,9.1,6.5,0.5,0
1514,baixa,8.4,6.9,7.1,6.3,5.4,8.9,8.5,2.34,1
1515,média,9.7,5.4,8.2,4.7,7.7,7.3,5.6,1.49,0
1516,alta,3.1,9.0,7.8,4.2,6.8,6.9,7.6,1.37,0
1517,média,1.4,5.7,7.4,7.2,7.8,6.3,5.0,1.87,0
1518,baixa,1.7,4.4,7.2,7.3,7.1,5.5,5.7,1.16,1
1519,alta,7.3,7.2,6.0,4.1,8.2,9.3,8.5,3.55,0
1520,média,5.6,5.7,5.3,6.0,7.2,7.3,6.2,4.66,1
1521,média,8.3,3.7,8.4,3.2,7.2,5.2,8.8,3.95,0
1522,baixa,5.9,6.6,8.7,1.5,7.9,8.1,5.4,1.48,1
1523,baixa,5.5,7.9,7.3,4.5,6.6,8.3,6.3,1.37,0
1524,média,3.1,9.0,8.7,2.5,6.1,8.0,5.8,1.42,0
1525,média,2.0,6.0,7.8,2.0,7.7,8.1,8.8,4.33,0
1526,alta,8.3,6.6,7.4,3.3,7.8,6.7,5.5,4.77,0
1527,baixa,8.3,6.4,9.5,5.6,6.4,5.4,8.5,2.16,1
1528,alta,4.2,7.5,7.2,4.6,5.9,7.4,9.0,4.78,0
1529,baixa,7.0,8.8,8.4,2.0,5.4,8.5,5.2,1.83,0
1530,baixa,9.4,6.7,8.9,4.0,6.4,6.9,5.6,1.99,1
1531,média,3.8,5.0,6.9,3.6,6.1,9.0,6.5,2.28,0
1532,média,9.3,8.1,6.5,7.9,6.8,6.4,7.8,6.87,1
1533,baixa,7.3,8.5,7.1,2.8,6.1,6.0,5.1,1.21,0
1534,média,7.7,7.8,7.4,4.0,6.9,6.9,6.3,4.29,1
1535,baixa,3.8,6.8,7.1,6.2,9.0,8.2,8.0,2.58,0
1536,média,5.5,6.1,7.9,1.0,9.0,7.4,7.9,0.5,0
1537,média,4.0,9.0,6.1,4.4,7.1,5.0,6.4,0.5,0
1538,média,3.9,7.0,8.4,2.9,7.6,5.7,5.0,1.53,0
1539,baixa,6.2,6.5,10.0,1.8,8.3,6.4,7.2,0.5,1
1540,baixa,4.3,6.9,9.4,6.3,6.5,5.3,6.2,0.51,1
1541,baixa,3.2,8.7,6.2,4.8,6.4,9.5,6.2,0.89,0
1542,média,8.5,6.7,5.3,5.0,8.3,6.7,7.0,5.69,1
1543,baixa,9.9,7.2,7.5,5.0,8.1,8.1,7.7,2.26,1
1544,baixa,8.4,8.7,7.4,2.2,7.5,7.7,7.2,1.83,1
1545,média,1.7,7.9,7.4,5.6,7.9,7.4,7.2,2.83,0
1546,baixa,2.8,4.2,7.7,2.4,8.1,6.4,6.3,0.5,0
1547,alta,2.2,5.3,6.4,2.0,6.8,9.1,4.0,3.12,0
1548,baixa,9.6,6.7,7.2,1.9,6.6,6.8,6.3,0.5,0
1549,alta,6.5,6.1,8.6,2.7,7.0,7.6,5.9,3.49,0
1550,baixa,7.3,6.8,9.2,9.0,7.4,7.7,4.7,0.6,1
1551,baixa,9.5,9.0,8.1,5.7,6.7,8.3,8.4,0.68,0
1552,média,4.6,6.0,7.0,1.7,6.9,5.4,4.9,0.5,0
1553,média,3.0,7.7,7.1,4.1,8.3,6.9,4.3,0.5,0
1554,baixa,9.2,7.3,6.3,4.0,6.5,5.5,6.7,1.77,1
1555,baixa,3.9,6.8,7.4,3.7,5.0,6.7,8.1,0.5,1
1556,média,6.8,7.4,7.6,4.8,6.8,6.5,7.4,2.21,0
1557,baixa,4.5,9.0,8.0,2.1,6.0,7.8,8.2,0.5,1
1558,baixa,1.4,6.2,7.1,5.3,6.7,6.8,6.5,1.65,0
1559,média,3.6,6.8,6.6,3.2,6.7,7.5,6.9,2.59,0
1560,baixa,4.8,9.0,6.4,3.8,7.3,5.9,6.5,1.99,0
1561,média,7.6,6.9,7.9,2.7,8.0,7.5,7.1,1.0,0
1562,baixa,2.8,6.6,6.8,3.7,6.9,4.1,6.6,1.61,0
1563,média,2.8,9.0,7.9,4.1,8.4,6.0,6.9,1.26,0
1564,média,8.1,7.7,7.5,4.6,7.1,6.9,4.8,3.24,1
1565,média,5.5,6.6,5.5,5.2,7.9,7.6,8.8,5.4,0
1566,alta,7.2,4.3,7.1,5.1,9.0,6.0,6.6,5.82,1
1567,baixa,6.4,6.4,7.3,6.3,6.7,6.8,9.0,1.55,0
1568,baixa,2.8,3.5,8.0,2.8,6.9,7.2,6.0,1.74,0
1569,baixa,9.6,5.9,7.2,4.6,7.9,6.0,4.3,1.56,0
1570,baixa,8.9,8.0,8.2,6.3,8.1,7.5,7.0,3.06,1
1571,baixa,4.5,5.3,6.8,5.6,7.2,8.6,7.4,0.64,0
1572,alta,4.7,6.7,8.4,6.6,8.0,5.4,6.5,4.35,0
1573,baixa,4.5,8.6,9.3,8.2,6.1,8.3,6.2,0.95,1
1574,baixa,1.4,4.4,8.4,6.7,7.0,8.7,8.2,0.7,0
1575,alta,2.7,8.1,5.6,2.3,5.6,6.0,7.6,7.13,1
1576,baixa,6.9,8.2,8.8,8.3,8.3,3.8,5.1,1.33,1
1577,alta,9.7,5.6,8.6,5.2,5.7,7.6,6.3,5.46,1
1578,baixa,2.6,8.4,6.9,7.5,7.0,6.8,5.7,0.5,0
1579,alta,1.6,8.3,8.0,5.3,7.4,7.9,9.0,1.83,0
1580,média,4.6,7.3,7.9,3.8,6.7,7.0,9.0,1.0,0
1581,média,9.4,7.7,8.1,2.4,8.2,5.5,6.7,5.71,1
1582,baixa,3.7,9.0,6.6,6.3,6.6,9.7,5.8,1.41,0
1583,baixa,3.4,6.7,7.7,5.5,6.7,9.6,5.3,0.5,0
1584,média,2.0,6.1,7.7,6.2,9.0,8.4,7.2,4.51,0
1585,média,1.9,7.9,8.5,6.7,7.2,9.3,4.7,0.5,1
1586,alta,4.1,6.9,8.8,5.7,7.5,5.5,9.0,2.08,0
1587,baixa,5.5,8.9,8.7,4.9,9.0,6.8,7.8,1.92,0
1588,alta,9.8,7.6,8.5,8.1,7.1,5.4,4.6,9.14,1
1589,média,4.4,5.3,6.7,4.4,7.7,4.2,8.9,3.08,0
1590,média,5.2,6.1,8.4,5.7,6.7,7.8,7.9,3.55,0
1591,média,9.1,7.8,8.5,7.5,5.7,9.0,6.1,4.09,0
1592,baixa,3.8,7.3,8.0,1.6,5.8,6.2,6.6,0.5,0
1593,baixa,6.6,5.8,9.0,7.5,7.8,5.6,4.0,2.01,1
1594,alta,4.5,3.7,7.4,5.2,8.3,9.0,5.8,0.5,0
1595,alta,2.3,6.1,7.2,4.7,7.2,6.7,6.8,2.27,0
1596,baixa,6.6,8.2,6.2,6.2,6.2,5.5,4.0,2.69,1
1597,alta,2.6,9.0,7.8,6.3,7.3,7.3,6.9,1.78,0
1598,média,8.2,6.2,8.5,6.2,6.8,9.0,8.8,2.63,0
1599,média,9.9,8.4,8.1,2.8,6.1,7.1,5.8,4.47,0
1600,média,9.4,5.0,6.9,7.4,7.6,3.5,8.6,4.26,1
1601,média,2.4,7.4,6.2,5.0,7.2,7.1,6.0,0.69,0
1602,alta,9.6,4.1,9.3,7.3,6.9,7.6,9.0,6.57,1
1603,baixa,2.9,6.2,6.2,3.0,7.4,6.6,6.2,0.67,0
1604,baixa,10.0,7.0,7.8,4.8,6.5,8.4,6.3,2.82,0
1605,média,6.2,5.8,7.2,6.9,9.0,6.1,7.4,2.57,0
1606,baixa,4.8,7.6,7.3,4.6,6.9,7.7,5.9,2.17,0
1607,baixa,9.9,5.8,7.7,2.1,5.9,4.1,5.7,2.34,1
1608,média,2.3,6.7,6.7,7.1,5.8,5.5,4.5,0.5,1
1609,média,6.7,8.2,7.2,7.9,5.9,9.2,5.9,3.81,0
1610,baixa,6.5,7.4,7.6,7.2,6.0,6.9,6.5,1.94,1
1611,média,10.0,8.7,7.3,8.2,7.5,8.6,5.6,3.43,1
1612,alta,5.3,4.1,7.7,4.8,7.4,7.2,5.5,1.46,0
1613,média,5.3,5.7,6.1,4.4,6.0,8.6,7.2,2.26,0
1614,alta,1.2,7.7,8.6,4.0,7.8,6.1,9.0,3.21,0
1615,baixa,1.9,4.4,6.0,5.4,7.0,6.2,7.2,1.99,1
1616,média,2.3,6.4,7.7,3.6,7.5,7.0,4.0,0.5,0
1617,baixa,2.1,6.7,6.9,8.1,8.0,8.6,5.6,1.57,1
1618,média,4.5,6.8,7.9,4.7,8.3,4.9,7.9,3.32,0
1619,média,1.6,5.5,8.2,6.1,8.1,7.0,6.5,2.04,0
1620,média,5.0,7.6,6.4,2.2,7.9,5.6,7.4,3.52,0
1621,média,2.6,6.8,7.3,1.0,8.4,8.0,4.0,0.5,0
1622,baixa,5.7,5.1,9.5,4.5,6.9,6.8,4.0,1.53,1
1623,baixa,9.8,7.9,7.5,5.5,5.5,8.6,6.9,2.89,0
1624,média,7.4,5.5,8.4,4.7,6.8,9.3,6.7,4.56,0
1625,baixa,4.6,6.9,6.5,3.1,7.3,3.8,5.8,1.29,0
1626,média,3.2,4.8,7.9,2.5,5.7,8.4,5.8,2.65,0
1627,média,4.5,6.9,6.0,3.9,6.0,5.5,7.0,1.51,0
1628,média,1.5,6.7,6.5,8.7,6.1,8.3,6.1,2.08,1
1629,média,7.7,7.0,8.7,3.8,7.2,7.8,6.9,1.13,0
1630,alta,6.3,9.0,8.1,1.0,7.3,6.4,5.0,3.29,0
1631,média,5.9,7.3,8.1,8.1,6.9,7.5,7.3,6.21,1
1632,alta,2.0,4.8,6.7,4.3,7.0,6.1,5.2,2.02,0
1633,alta,3.3,6.8,6.7,6.8,6.9,8.2,4.8,4.79,1
1634,baixa,7.7,7.7,6.8,7.3,7.0,8.5,7.6,1.8,1
1635,baixa,5.4,8.8,6.9,5.4,8.0,9.2,9.0,1.18,0
1636,média,7.1,6.9,9.0,7.0,7.6,8.5,6.2,4.75,0
1637,baixa,1.6,8.9,9.6,3.8,7.1,9.5,8.5,0.5,0
1638,média,1.6,8.1,6.1,3.2,7.4,7.9,6.6,0.5,0
1639,média,3.7,7.4,7.7,1.0,8.5,5.9,4.0,0.5,0
1640,média,5.8,7.7,6.4,5.5,6.9,9.7,8.3,5.35,1
1641,alta,7.7,7.1,8.6,5.3,6.8,5.1,5.9,4.56,0
1642,baixa,7.7,5.2,6.5,7.7,8.0,5.0,4.7,4.05,1
1643,média,6.4,6.1,8.1,5.1,6.6,8.4,7.7,5.59,0
1644,média,5.4,3.5,8.8,6.2,8.0,9.5,8.3,1.39,0
1645,média,2.6,8.0,6.9,4.8,8.0,8.7,6.9,5.21,0
1646,alta,1.2,5.0,6.9,6.3,8.4,7.7,4.2,2.53,1
1647,baixa,6.9,6.7,7.4,4.3,9.0,8.2,6.8,2.65,0
1648,média,4.3,7.1,8.5,3.9,6.6,10.0,6.2,2.91,0
1649,baixa,5.9,6.5,9.3,10.0,8.4,9.6,6.4,2.44,0
1650,média,7.0,8.3,7.1,9.2,8.0,5.4,7.9,6.46,1
1651,alta,8.7,7.4,7.0,5.2,6.2,4.4,5.3,5.46,1
1652,alta,5.8,7.3,9.3,6.6,6.9,10.0,5.9,4.61,1
1653,baixa,7.8,5.3,8.0,5.6,5.0,6.8,8.3,1.75,1
1654,média,2.1,6.4,7.0,7.3,7.4,5.4,4.9,2.47,0
1655,média,5.2,6.9,7.6,5.3,6.9,5.9,9.0,0.5,0
1656,média,6.3,8.0,7.5,5.8,7.1,8.1,4.0,1.73,0
1657,alta,6.6,6.0,7.2,5.2,6.3,4.6,6.8,7.95,1
1658,baixa,6.0,9.0,7.7,8.2,9.0,8.3,7.6,1.27,0
1659,média,5.7,7.9,8.2,8.1,5.5,6.6,7.1,2.13,0
1660,baixa,3.8,3.6,6.7,4.5,7.9,7.2,7.4,1.41,0
1661,alta,2.8,4.4,6.7,1.0,8.1,8.3,6.8,0.5,1
1662,alta,2.7,7.7,5.8,8.3,6.3,5.6,6.9,6.13,1
1663,média,5.6,7.8,6.6,1.2,7.1,6.3,4.7,3.57,0
1664,baixa,6.3,8.4,6.5,4.1,7.7,6.9,6.3,1.23,0
1665,baixa,10.0,7.2,7.4,1.8,6.8,8.6,8.3,3.32,0
1666,média,7.7,8.2,8.1,3.6,7.6,8.4,5.7,3.6,1
1667,baixa,8.7,8.7,6.3,7.2,8.6,7.4,6.3,2.39,0
1668,baixa,6.3,7.8,7.6,1.0,9.0,3.3,6.9,1.44,0
1669,alta,5.1,8.1,7.7,6.8,7.4,4.2,9.0,5.0,0
1670,média,4.0,7.2,7.1,7.2,6.0,7.8,7.2,3.12,0
1671,baixa,8.4,8.1,6.2,5.8,6.6,7.2,7.5,2.46,0
1672,média,6.9,9.0,9.5,6.2,7.4,9.1,6.0,3.37,1
1673,média,2.9,7.7,6.1,3.3,7.4,7.1,6.4,0.5,0
1674,alta,4.2,6.6,7.2,5.6,7.4,9.4,7.1,4.45,0
1675,alta,8.3,8.6,6.9,2.4,7.0,8.0,5.1,6.47,0
1676,média,8.6,6.6,8.4,7.9,6.9,6.9,6.0,5.06,0
1677,média,3.0,8.1,7.6,5.2,6.4,6.5,6.9,3.63,1
1678,alta,6.0,8.9,8.4,8.6,7.0,8.2,6.5,0.64,0
1679,alta,5.9,7.8,7.0,6.8,8.1,8.3,5.5,3.45,1
1680,baixa,2.2,6.7,6.8,6.5,6.9,4.9,7.5,0.58,1
1681,média,4.1,9.0,8.9,6.0,5.7,9.3,6.6,1.87,0
1682,alta,5.3,7.4,9.0,5.5,6.8,6.2,6.2,6.76,1
1683,média,6.9,5.2,7.6,1.9,6.9,7.3,7.7,1.59,0
1684,média,5.9,7.1,6.4,8.0,8.7,3.7,6.8,4.89,0
1685,baixa,9.1,7.1,8.0,3.8,7.0,6.3,7.2,0.5,0
1686,média,2.1,5.8,7.2,4.1,8.0,6.2,6.8,0.5,0
1687,média,7.3,5.8,8.7,2.3,7.8,5.9,6.8,4.0,0
1688,baixa,7.3,5.2,7.7,9.6,6.1,7.7,8.1,1.97,1
1689,média,1.3,7.6,7.2,4.6,6.6,7.3,6.5,0.5,0
1690,alta,9.4,7.0,8.4,5.0,5.6,10.0,5.9,9.5,1
1691,alta,2.1,5.2,6.7,4.5,5.9,4.8,7.4,3.8,0
1692,média,8.0,6.7,8.5,6.6,7.2,6.9,4.0,1.64,1
1693,média,8.9,7.6,7.0,5.2,6.9,8.6,6.8,7.08,1
1694,baixa,3.4,9.0,7.2,3.6,7.6,7.4,5.9,0.55,0
1695,média,1.8,7.9,7.0,4.2,7.2,7.6,7.0,0.5,0
1696,média,7.6,8.8,7.6,5.2,7.3,6.0,7.3,2.73,1
1697,baixa,3.8,8.7,7.1,6.9,5.5,6.6,4.6,2.8,0
1698,baixa,8.1,8.4,8.0,3.6,6.4,5.2,6.5,2.01,1
1699,média,3.1,6.4,8.9,5.3,9.0,4.8,5.2,3.76,0
1700,baixa,4.5,8.2,6.2,5.9,6.8,7.0,6.3,1.54,0
1701,média,2.5,6.9,6.9,4.1,7.0,7.8,8.9,3.72,0
1702,baixa,6.6,7.2,8.2,5.3,7.7,9.8,7.1,1.39,0
1703,baixa,6.6,6.5,9.5,2.7,5.7,8.0,7.7,1.2,1
1704,baixa,7.1,9.0,7.6,5.8,7.7,5.5,7.3,1.4,0
1705,baixa,2.7,5.0,9.5,1.2,8.2,7.3,8.7,0.85,0
1706,média,6.4,7.3,7.1,8.9,5.2,8.2,7.3,2.07,0
1707,alta,6.1,7.6,10.0,2.8,8.1,8.4,4.0,2.05,0
1708,alta,5.9,8.2,5.2,1.0,6.7,6.6,5.8,3.27,0
1709,baixa,2.8,4.8,8.3,4.3,5.0,8.0,6.0,0.5,1
1710,alta,7.6,9.0,6.5,6.8,6.6,6.9,8.4,6.11,1
1711,baixa,3.7,7.2,6.7,2.8,7.2,6.6,4.2,1.24,0
1712,alta,7.1,7.5,7.2,7.0,8.1,4.9,4.3,5.33,1
1713,média,5.2,7.5,6.1,7.8,6.8,6.4,6.5,6.59,1
1714,média,2.3,6.4,5.6,4.3,6.2,7.9,6.2,2.39,0
1715,alta,3.6,5.4,7.3,5.0,6.7,8.5,6.8,3.25,0
1716,média,5.0,7.9,6.1,6.1,6.7,7.6,4.0,5.56,0
1717,baixa,3.6,9.0,7.4,5.2,7.4,7.6,6.1,2.12,0
1718,média,2.0,6.0,7.2,1.1,7.6,5.2,7.7,0.5,0
1719,média,4.0,8.1,7.4,4.9,5.9,4.4,6.1,1.5,0
1720,baixa,2.7,6.8,7.5,7.5,7.4,4.7,7.6,0.96,0
1721,média,5.1,6.3,5.6,3.1,6.9,6.4,6.6,2.24,0
1722,baixa,5.9,9.0,8.0,1.6,7.2,3.1,6.3,0.67,1
1723,média,8.5,6.6,9.1,2.0,7.2,8.0,4.8,2.34,0
1724,média,3.7,4.0,8.9,2.0,8.3,5.2,5.9,0.5,0
1725,alta,1.8,9.0,6.6,6.2,7.1,8.5,6.6,0.5,0
1726,alta,2.1,6.9,7.5,4.6,8.8,7.0,7.4,2.45,0
1727,baixa,9.0,7.5,7.4,6.2,8.2,8.3,5.6,3.21,1
1728,baixa,7.8,7.0,5.9,5.5,6.8,7.8,7.8,2.81,0
1729,baixa,4.7,6.3,7.3,3.5,5.6,5.9,4.1,1.62,0
1730,baixa,9.6,5.3,7.8,3.0,5.9,6.6,4.0,1.07,1
1731,alta,4.2,7.0,7.2,9.3,6.7,7.6,6.6,1.58,1
1732,baixa,2.5,7.8,8.4,6.5,6.0,7.1,7.1,0.5,1
1733,alta,3.1,8.2,9.7,3.4,7.7,9.3,7.5,0.5,0
1734,baixa,3.3,7.0,9.0,3.2,7.6,8.3,5.3,1.4,0
1735,média,5.5,7.9,6.4,6.2,6.8,7.1,7.3,0.81,0
1736,média,2.4,6.0,7.0,8.7,7.3,7.6,7.4,2.21,0
1737,média,9.9,6.2,7.0,5.7,5.9,8.5,8.5,3.24,0
1738,média,7.3,9.0,6.1,8.6,7.0,6.8,8.9,5.37,1
1739,baixa,9.3,8.9,6.3,6.4,8.2,8.3,5.6,2.98,1
1740,média,4.4,9.0,9.8,7.3,7.2,6.1,8.3,4.36,0
1741,baixa,5.3,8.4,9.0,4.4,5.6,7.6,7.0,0.6,1
1742,baixa,8.5,7.7,7.2,4.3,7.6,4.8,5.5,2.67,0
1743,baixa,7.4,6.7,7.3,1.3,6.4,4.9,9.0,0.78,0
1744,alta,7.1,7.5,6.8,4.8,7.1,7.3,4.9,2.27,0
1745,média,8.5,6.4,7.9,3.4,7.0,7.4,6.4,5.27,1
1746,baixa,8.7,7.2,6.5,3.9,6.6,8.1,7.0,1.83,0
1747,alta,7.5,9.0,7.4,4.0,7.5,6.8,4.0,7.36,1
1748,alta,4.9,8.2,6.7,5.5,7.6,5.6,6.7,4.06,0
1749,média,7.5,7.0,8.8,8.7,5.0,8.3,5.9,4.65,1
1750,média,9.7,6.8,9.1,5.3,7.3,7.2,7.6,4.63,0
1751,média,2.1,5.9,8.0,5.5,6.1,6.7,7.2,3.2,1
1752,baixa,2.1,7.6,7.9,9.0,7.8,7.5,5.2,0.5,0
